src,trg
hunsban,husband
hunt,aunt
hurracane,hurricane
hurse,house
husbaud,husband
husbend,husband
husbent,husband
husberd,husband
husbond,husband
husdban,husband
husdband,husbands
husmand,husband
hustban,husband
husvend,husband
hut,hot
hve,had
hyigine,hygiene
hyiginest,hygienist
hyphotetical,hypothetical
ianguages,languages
iast,last
ibabella,isabella
icebery,iceberg
iceburg,iceberg
iche,each
idantity,identity
idee,idea
idia,idea
idimiatelly,immediately
ieal,deal
iearn,learn
ieda,leda
iemmy,jemmy
igual,equal
iike,like
iisten,listen
iive,live
ikd,old
ilik,like
illeage,illegal
imaging,imagine
imail,email
imails,emails
imbedded,embedded
imbodiment,embodiment
imconfortable,uncomfortable
imeddiate,immediate
imediatelly,immediately
imediatelyu,immediately
imitede,imitate
immadiately,immediately
immediality,immediately
immediatily,immediately
immideately,immediately
immidiate,immediate
immidiately,immediately
immidiatlly,immediately
immidieatly,immediately
immitate,intimate
immone,immune
impacient,impatient
impairs,impacts
impatiant,inpatient
imployers,employers
impoliti,impolite
importats,important
importend,important
importens,important
importent,important
impotants,important
imppotant,important
improme,improve
improof,improve
improtion,important
improviment,improvement
improviments,improvements
improvings,improvises
impruve,improve
impruvement,improvement
imropve,improve
imunne,immune
imvrobe,improve
inacretitable,inacreditavel
inapppropiate,inappropriate
inclosed,enclosed
inconfortable,uncomfortable
inconvenients,inconvenience
inconvinient,inconvenient
incourage,encourage
incouraging,encouraging
incoviniente,inconvenient
increasy,increase
incredable,incredible
incredeble,incredible
incredients,ingredients
increesing,increasing
incresed,increase
incridible,incredible
incridibly,incredibly
incrusted,encrusted
incurence,insurance
indarstand,understand
indeces,indices
independance,independence
independant,independent
independency,independence
inderect,indirect
inderendent,independant
inderstend,understand
indespansable,indispensable
indetify,identify
indien,indian
indipendence,independence
indipendent,independent
individuels,individuals
individule,individual
indoods,indoors
indruduction,introduction
indursty,industry
ineresting,interested
inesplicavel,inexplicable
inested,instead
infeccion,infection
inffection,infections
infine,infact
infintuim,infinitum
influencial,influential
influency,influence
infomartion,information
informacion,information
information,informatics
informatons,information
infraesctuture,infrastructure
infraestruture,infrastructure
ingeneer,engineer
ingeneering,engineering
ingeneur,engineer
ingenier,engineer
ingeniers,engineers
ingenners,engineers
inghishtown,englishtown
ingilsh,english
ingine,engine
ingineer,engineer
ingland,england
inglese,english
inglesh,english
inglich,english
inglish,english
inglishtown,englishtown
inglisthown,englishtown
inglistonwn,englishtown
ingoy,enjoy
ingradients,ingredients
ingrediants,ingredients
ingridients,ingredients
inicial,initial
iniciate,initiate
iniciated,initiated
iniciation,initiation
iniciative,initiative
initialiy,initially
iniziative,initiative
injoied,enjoyed
injoy,enjoy
injoyed,enjoyed
injurys,injures
inmediatily,immediately
innitialy,initially
innmgrations,immigrations
inntresting,interesting
inpiriense,experience
inporve,improve
inquere,inquire
inquier,inquiry
inquire,enquire
inquirement,requirement
inreased,increase
insdutry,industry
insede,inside
insicure,insecure
insided,climbed
insorance,insurance
inspeccion,inspection
instady,instead
instand,instead
insteed,instead
instend,instead
instereting,interesting
insterment,instrument
institucional,institutional
instreastd,interested
instresting,interesting
instroctions,instructions
instroduce,introduced
instruccion,instruction
instruccions,instructions
instruktor,instructor
instrumete,instrument
instrumets,instrument
instrunctios,instructions
instruvent,instrument
insufficiant,insufficient
insurante,insurance
insurence,insurance
insurency,insurance
insurents,insurance
insuring,assuring
intarface,interface
intead,intend
inted,aimed
integrant,immigrant
integreted,integrated
inteligente,intelligent
inteligents,intelligent
intellectuel,intellectual
intellecture,intellectual
intellegence,intelligence
intellegent,intelligent
intelligant,intelligent
intelligency,intelligence
intentering,interesting
inter,enter
interasting,interesting
interect,interact
intered,entered
interessant,interesting
interessent,interesting
interessted,interesting
interestion,interesting
interfire,interfere
intering,internet
interisted,interested
interisting,interesting
intermadiate,intermediate
intermidiate,intermediate
internacional,international
internat,internet
internetional,international
internotional,international
interprise,enterprise
intersting,interested
intertain,entertain
interupiting,interrupting
intervies,interview
intervieved,interviewed
interwiev,interview
interwievs,interviews
interwiew,interview
interwiews,interviews
intestering,interesting
inthusiastic,enthusiastic
intigrates,integrates
intilligent,intelligent
intiresting,interesting
intives,invites
intreasted,interested
intressting,interesting
intruduce,introduce
intruduced,introduced
intruduction,introduction
intruments,instrument
intrusdy,industry
intteligent,intelligent
inturesting,interesting
invait,invite
invatation,invitation
invatations,invitations
invate,invite
invated,invited
invates,invites
invating,inviting
invatition,invitation
invatitions,invitations
invencible,invincible
inventari,inventory
inventary,inventory
inventation,invitations
investigacions,investigations
invetation,invitation
invetations,invitations
invete,invite
inveted,invited
invetes,invites
inveting,inviting
invications,invitations
inviciduals,individuals
invint,invite
invintation,invitations
invinted,invented
invinting,inventing
invironment,environment
invironmental,environmental
inviste,invites
invita,invite
invitacion,invitation
invitating,invitation
inviteation,invitations
invititions,invitations
invltes,invites
involded,involved
involver,involved
involviment,involvement
inwite,invite
inxites,invites
ioan,loan
iob,job
iocation,location
iove,love
irlanda,ireland
irnonig,ironing
irracional,irrational
irrecusable,irrefusable
irresponsable,irresponsible
isaballa,isabella
isabbela,isabella
isabeela,isabella
isabelia,isabella
isabelle,isabella
isabelli,isabella
isabelly,isabella
isebella,isabella
isial,usual
ist,was
istanbui,istanbul
isuue,issue
itailen,italian
italien,italian
itc,etc
itelligents,intelligent
iteresting,interested
iterm,items
ithace,ithaca
ithaka,ithaca
itinerery,itinerary
itnes,items
iunch,lunch
iusully,usually
ivaite,invite
ivedance,evidence
ivening,evening
ivent,event
iventes,invites
ivinting,inviting
ixciting,exciting
izabella,isabella
jab,job
jaccuzi,jacuzzi
jackect,jackets
jaeddh,jeddah
jaf,jed
jaff,jeff
jahn,john
jahrs,years
jakeet,jacket
jaketa,jacket
jakett,jacket
jakob,jacob
jale,jail
jaleous,jealous
jamaika,jamaica
jammy,jemmy
janapese,japanese
janeary,january
janes,jeans
janpaese,japanese
januday,january
japanase,japanese
japaning,japanese
japanise,japanese
japen,japan
japenese,japanese
japeness,japanese
japon,japan
japonese,japanese
japoneses,japaneses
japosese,japanese
jaquet,jacket
jaquets,jackets
jash,josh
jass,jazz
jazs,jazz
jeaket,jacket
jeams,james
jear,year
jears,years
jecket,jacket
jeckets,jackets
jedaah,jeddah
jeens,jeans
jekeat,jacket
jelf,jeff
jellow,yellow
jelt,jeff
jene,jane
jenuary,january
jersay,jersey
jeun,june
jeverly,jewelry
jewallery,jewellery
jewej,jewel
jezabel,jezebel
jezan,jizan
jhonatan,jonathan
jim,gym
jim,tim
jines,jeans
jne,one
jneas,jeans
jobn,jihn
jocker,jokers
jocket,jacket
joffing,jogging
jog,job
joga,yoga
jogguin,jogging
jogurt,yogurt
johansoon,johansson
john,josh
joho,john
joice,juice
join,john
jone,jane
jone,joan
jone,john
jone,june
jones,johns
jonk,junk
jonn,john
jonnhy,johnny
jons,john
jooging,jogging
joon,john
jorgg,jorge
jornalists,journalist
jos,job
jost,joke
jot,job
jou,you
jouce,juice
jounery,journey
joung,young
jounger,younger
joungest,youngest
jour,your
journay,journey
joy,job
jozz,jazz
juanary,january
jub,job
juens,jeans
jugging,jogging
juici,juice
juicy,juice
jujitso,jujitsu
jula,july
julce,juice
jule,july
jully,julie
junce,juice
jungs,junks
juni,june
juny,june
juoes,juice
jupitar,jupiter
juwels,jewels
kafe,cafe
kake,cake
kalifornia,california
kan,can
kanada,canada
kanadish,canadian
kandell,kendell
kangoroo,kangaroo
kantonesa,cantonese
karatê,karate
kareoke,karaoke
karete,karate
karioki,karaoke
karoeke,karaoke
kasachstan,kazakhstan
kates,kites
katty,kathy
kavin,gavin
kayboard,keyboard
kayboards,keyboards
kayborads,keyboards
kaypoards,keyboards
kcnoked,knocked
keaboards,keyboards
keaybords,keyboards
kedboards,keyboards
keeboards,keyboards
keed,keep
kegboards,keyboards
keik,keck
ken,can
kend,kind
kep,cap
kepboards,keyboards
kepp,keep
kesses,kisses
ketchen,kitchen
kets,cats
ketty,kathy
kewn,knew
keyabords,keyboards
keyboads,keyboard
keyboardy,keyboards
keyboared,keyboards
keyboerds,keyboards
kichten,kitchen
kickbowing,kickboxing
kidding,killing
killink,killing
kilometros,kilometers
kindall,kendall
kindergerdens,kindergartens
kindoom,kingdom
kindregarden,kindergarten
kinkdom,kingdom
kissis,kisses
kissys,kisses
kitchen,chicken
kitchin,kitchen
kitting,kidding
kivis,kiwis
kiyboards,keyboards
kkep,keep
klerk,clerk
klients,clients
klinic,clinic
knaw,know
kness,knees
knocker,knocked
knoeked,knocked
knoledges,knowledge
knou,know
knouledge,knowledge
knowedage,knowledge
knowked,knocked
knowladge,knowledge
knowlages,knowledge
knowleage,knowledge
knowledae,knowledge
knowleges,knowledge
knowloged,knowledge
knuck,knock
kode,code
koear,korea
kola,cola
kolleges,colleges
kolor,color
kome,come
komplex,complex
komputers,computers
koock,knock
kook,cook
kooked,cooked
kool,cool
korn,corn
kown,know
kownledge,knowledge
kricket,cricket
kroken,broken
kuba,cuba
kute,cute
kwen,knew
kwon,know
kwons,knows
kwow,know
kyiv,kiev
labrary,library
lacated,located
lacation,location
lack,lock
lacket,jacket
lacunes,lessons
ladder,leader
ladge,large
ladtop,laptop
lafe,loaf
laganga,lasagna
laggage,baggage
lags,legs
laguange,language
laik,like
lake,lack
lake,like
lake,luck
lake,save
lakes,likes
laki,like
lan,ian
landcaspe,landscape
landery,laundry
landford,landlord
landon,london
landspace,landscape
landury,laundry
lang,long
langague,language
langagues,languages
langouge,language
languace,language
languaes,language
languagu,language
languare,language
languege,language
langueges,languages
langughe,language
langugue,language
languich,language
languige,language
languiges,languages
lapton,laptop
laptpp,laptop
laputation,reputation
lar,law
lasagne,lasagna
lasagnes,lasagnas
lasange,lasagna
lasanha,lasagna
lasanha,lasagne
last,lazy
lasy,lazy
lat,let
lat,lot
latter,letter
lattuce,lettuce
lauch,lunch
laud,loud
laudary,laundry
laudrey,laundry
lauf,loaf
laugrages,languages
lauguage,language
lauguages,languages
lauhted,laughed
launary,laundry
laundramat,laundromat
laundre,laundry
laundrg,laundry
launge,lounge
launguags,languages
laurring,learning
lave,live
lave,love
lavel,level
law,low
lawyed,lawyer
lazagna,lasagna
lazanha,lasagna
laze,lazy
lcves,loves
leakink,leaking
leand,learn
leandro,leandra
leane,learn
leason,listen
leasure,leisure
leat,late
leatle,little
leav,live
leed,lead
leeds,leads
lees,less
lefting,lifting
leggines,leggings
legtop,laptop
leke,like
leked,liked
lelf,left
lelven,eleven
lenaring,learning
lendlord,landlord
lengte,length
lenguach,language
lenguage,language
lenguages,langauges
lenguages,languages
lenguaje,language
lenguajes,languages
lengueges,languages
lenguish,language
lengvich,language
lenom,lemon
leptop,laptop
lequed,liquid
leraxing,relaxing
lerne,learn
lesseon,lessons
lesten,listen
lestening,listening
letar,later
leter,later
lethear,leather
lethen,listen
letleaf,leaflet
letter,leader
letter,little
lettil,little
lettle,letter
lettle,little
letucce,lettuce
lev,leo
leva,live
leve,live
leverpool,liverpool
leves,lives
levid,lived
leving,living
lffice,office
lhigt,light
libaray,library
liberdade,liberated
liblaly,library
librery,library
libriry,library
lick,lack
licour,liquor
lief,leaf
lier,liar
lierplool,liverpool
lietsn,listen
lifes,lived
liffle,little
lift,left
lighthause,lighthouse
lign,line
ligthly,lighter
liik,look
lika,like
like,live
like,luck
likes,lives
likes,looks
liko,kilo
liku,like
liky,like
lillis,lilies
lillte,little
line,live
liner,lined
lines,lions
ling,line
lingh,light
liperpool,liverpool
liquing,leaking
lisboa,lisbon
lisence,license
lissen,lesson
listan,listen
listin,listen
lite,nice
litle,small
litson,listen
litter,letter
litter,little
litters,letters
littie,little
live,like
lived,leave
liveng,living
lives,likes
livi,live
livis,lives
lizy,lazy
ljve,love
llike,likes
lloking,looking
lob,job
lobour,labour
loche,lunch
lock,luck
locking,looking
loern,learn
loje,love
loke,look
lokes,looks
londly,loudly
lone,long
longly,lonely
loog,long
loog,look
look,lock
look,luck
looked,locked
looking,locking
lookink,looking
loosy,loose
lornd,learn
los,las
losse,loose
lost,last
louch,lunch
loud,long
lough,laugh
loughing,laughing
lounch,launch
loundry,laundry
lova,love
lovily,lovely
low,law
lowe,love
lowely,lovely
lowier,lawyer
lowns,lawns
lowyer,lawyer
loyeres,lawyers
loywer,lawyer
lsabella,isabella
lsland,island
lual,luau
luche,lunch
luck,buck
luckely,luckily
luggege,luggage
lugo,logo
luiz,luis
luiza,luisa
luke,luck
lulia,julia
lunce,lunch
lundon,london
lungh,lunch
lungueges,languages
lurne,learn
luxorious,luxurious
luxourios,luxurious
lybrery,library
lyries,lyrics
maa,may
maal,mall
mabey,maybe
mablie,mobile
macca,mecca
mace,make
machael,michael
machanical,mechanical
machenical,mechanical
machinary,machinery
macht,match
mack,make
macrowave,microwave
madal,medal
madher,mother
madi,made
madia,media
madical,medical
madicane,medicine
madication,medication
madina,medina
madom,madam
maëlle,maelle
mag,meg
magager,manager
maganizes,magazines
magasine,magazine
magawines,magazines
magines,machine
magizine,magazine
magnificant,magnificent
mahagoni,mahogany
mailes,emails
maining,meaning
maintains,mountains
maintanance,maintenance
maintanince,maintenance
maintence,maintance
maintenence,maintenance
maintening,maintained
maior,major
mairred,married
maisan,maison
make,mark
make,mike
make,take
makerting,marketing
makes,takes
makink,making
makteting,marketing
malajian,malawian
male,mall
malk,milk
malted,melted
mam,mom
mambers,members
mammy,mommy
mamzing,amazing
man,mom
managament,management
managemant,management
managines,magazines
manamagent,management
mananer,manager
mananger,managing
manchaster,manchester
manday,monday
mandey,monday
mane,main
mane,many
mane,name
manegament,management
manegar,manager
manege,manage
maneged,managed
manegement,management
maneger,manager
manegers,managers
maney,money
mang,many
manga,mango
mangeer,manager
manger,manage
mangger,manager
manghester,manchester
manica,monica
manimum,minimum
mankey,monkey
mankeys,monkeys
mannaer,manager
mansag,manbag
mantainance,maintenance
mantal,mental
mantenaince,maintenance
manth,month
manths,months
mantiancing,maintaining
mantioned,mentioned
manu,menu
manucacturing,manufacturing
manufactorer,manufacturer
manufactoring,manufacturing
manufactory,manufacture
manufecturing,manufacturing
map,mop
maps,mops
maratona,marathon
marceting,marketing
marcial,martial
marcian,martian
marcians,martians
mare,mere
mare,more
margarina,margarine
mariage,married
marjeting,marketing
mark,make
markating,marketing
marketink,marketing
markiting,marketing
marktings,marketing
marmelade,marmalade
marocco,morocco
marquetin,marketing
marread,married
marriad,married
marriege,marriage
marron,maroon
marsellie,marseille
marteking,marketing
martering,marketing
marth,march
martual,marital
marzo,march
masccline,masculine
mass,mess
massachussets,massachusetts
massage,message
massaje,message
massege,message
