src,trg
shwer,shower
shwr,shower
sincerey,sincerely
sise,size
sisther,sister
sistuation,situations
sity,city
sneakes,sneakers
snearkes,sneakers
potatos,potatoes
eletric,electric
spoonfull,spoonful
straigh,straight
straigth,straight
strainght,straight
studyng,studying
stusent,student
styart,start
successfull,successful
suffored,suffered
summery,summary
supermaket,supermarket
markt,market
markts,markets
suprised,surprised
survivel,survival
swimmin,swimming
swimm,swim
swinnig,swimming
takig,taking
tanks,thanks
temperuter,temperature
tennies,tennis
tesis,thesis
capitan,captain
thees,these
theet,teeth
governement,government
intereset,interest
thei,they
lytics,lyrics
prograns,programs
thirteem,thirteen
thnk,thank
der,there
thrusday,thursday
thw,the
tird,third
tird,tired
tirty,thirty
tnank,thank
atendant,attendant
botton,bottom
tody,today
tommorrow,tomorrow
tomorrw,tomorrow
tonigh,tonight
totaly,totally
tradicional,traditional
trasfer,transfer
trasfered,transfered
trhee,three
tring,tiring
trning,turning
approching,approaching
twnety,twenty
twnty,twenty
unconfortable,uncomfortable
undevided,undivided
unemployer,unemployed
unfortunatuly,unfortunately
tp,to
usully,usually
wardrob,wardrobe
warry,worry
disppear,disappear
washinng,washing
wasnt,wasn't
wass,was
watchs,watches
wavin,waving
weeken,weekend
welcom,welcome
wendesday,wednesday
wenn,when
wen,when
wen,went
pratic,practice
werent,weren't
togeter,together
whem,when
occure,occurs
winer,winner
cofee,coffee
withe,white
withe,with
nesessary,necessary
wordwide,worldwide
wolk,walk
wont,won't
yaers,years
yago,yoga
yars,years
yeaers,years
yeard,years
yeares,years
addrees,address
adecuate,adequate
adedd,added
adeqaute,adequate
adequade,adequate
adequete,adequate
adequite,adequate
adevertisment,advertisement
adittion,addition
adittional,additional
adittionally,additionally
adivce,advice
adivertise,advertise
adreess,address
adresse,address
adrress,address
advanatges,advantages
advangages,advantages
advantege,advantage
advanteges,advantages
advanture,adventure
advantures,adventures
advanved,advanced
advece,advice
advace,advice
advaced,advised
advaced,advanced
yalled,yelled
yallow,yellow
ww,we
wwdnesday,wednesday
wwekend,weekend
wyfe,wife
xixty,sixty
xomputers,computers
yaer,year
yair,hair
yasterday,yesterday
yave,have
yb,by
yeaes,years
yeag,yeah
yeara,years
yeat,year
yeats,years
yeaterday,yesterday
admibistrators,administrators
administation,administration
administor,administer
administrater,administrator
administratifs,administratives
administratiom,administration
administrativa,administrative
administreiton,administration
adminsitration,administration
adn,and
adolencents,adolescents
adpating,adapting
adquire,acquire
adquired,acquired
adquiring,acquiring
adreanline,adrenaline
adternoon,afternoon
aduitor,auditor
advence,advance
adventage,advantage
adventages,advantages
adventuers,adventures
adversited,advertised
adversiting,advertising
adversitsment,advertisement
adverst,adverts
advertasiment,advertisement
advertasing,advertising
adverte,adverts
adverticement,advertisement
adverticements,advertisements
advertisemant,advertisement
advertisemnrt,advertisement
advertisiment,advertisement
advertissement,advertisements
advertizement,advertisement
advertizing,advertising
advirtising,advertising
adviser,advisor
aech,each
aeg,age
aell,sell
aer,ear
aer,are
aera,area
aera,ears
aeras,areas
aereal,aerial
aerobiks,aerobics
aerobik,aerobic
aeroplain,aeroplane
aerphones,earphones
aerrings,earrings
aers,ears
aet,ate
aet,eat
aets,eats
afain,again
afecctionate,affectionate
affevtion,affection
affordabel,affordable
affternon,afternoon
afrer,after
afrernoon,afternoon
afret,after
afriad,afraid
afried,afraid
afrika,africa
aftarnoon,afternoon
afted,after
aftermoon,afternoon
afternnom,afternoon
afternnon,afternoon
afternonn,afternoon
afternons,afternoons
afternoom,afternoon
afterwords,afterwards
afthernoo,afternoon
aftornoon,afternoon
aftre,after
aftrenoon,afternoon
aoril,april
avternoon,afternoon
awailable,available
ahainst,against
awalys,always
awayt,await
aweep,sweep
awerage,average
awfly,awful
awiter,waiter
awlays,always
awleys,awlays
awlwys,always
awnser,answer
awords,awards
aword,award
aworseas,overseas
awrad,award
axciting,exciting
axhilarating,exhilarating
axhilirating,exhilarating
ayways,always
nummer,number
partu,party
polution,pollution
pont,point
pt,point
portuges,portuguese
potatoe,potatoes
prefechure,prefecture
pro,professional
proffession,profession
rd,road
riydh,riyadh
saleman,salesmen
sanday,sunday
sandays,sundays
sats,saturdays
sat,saturday
satauraday,saturday
saturda,saturday
saturday,saturday
saturdy,saturday
sculptore,sculpture
sept,september
shoping,shopping
sincerilly,sincerely
st,saint
st,station
staurday,saturday
sundy,sunday
surprided,surprised
surpride,surprise
talbes,tables
talbe,table
techear,teacher
thaks,thanks
thanx,thanks
ths,thanks
tou,you
togerter,together
tue,tuesday
tues,tuesday
tyring,tiring
uinversity,university
unibersity,university
wite,white
withe,whiter
worke,worker
worke,worked
adv,adverb
adv,advert
adv,advertisement
adv,advertising
analist,analyst
araba,arabia
ave,avenue
awsome,awesome
bears.,beer
bey,bye
bulding,building
bussy,busy
collegue,colleague
communicate,communicative
contryside,countryside
countrys,countries
dallors,dollars
dep,department
deparments,departments
dificult,difficult
dificulty,difficulty
dificut,difficult
dificuty,difficulty
disappoiting,disappointing
divission,division
doc,document
dolares,dollars
dr,doctor
dufficulies,difficulties
englishtow,englishtown
enviromental,environmental
extincted,extinct
fashoned,fashioned
fiend,friend
firday,friday
fouteen,fourteen
fried,friend
heaver,heavier
hous,house
hr,hour
imformation,information
informatioin,information
int,international
interesing,interesting
jan,january
keadphones,headphones
marred,married
negotiat,negotiate
normaly,normally
nowday,nowadays
benifit,benefit
benifits,benefits
brthers,brothers
brther,brother
can'y,can't
cany,can't
cann't,cannot
cann't,can't
cna't,can't
cnat,can't
comapny,company
companyes,companies
conldn't,couldn't
coukdn't,couldn't
could'nt,couldn't
coundn't,couldn't
custamer,customers
custumer,costumer
d'ont,don't
daughters,daughters
dauther,daughter
did'nt,didn't
dident,didn't
didny,didn't
didn'y,didn't
din't,didn't
din't,don't
dind't,didn't
dno't,don't
do'nt,don't
docter's,doctor's
docter,doctor
docters,doctors
dodn't,didn't
does'n,doesn't
does'nt,doesn't
doesn'y,doesn't
doesnot,doesn't
dom't,don't
don'l,don't
don'ts,dont's
don'y,don't
donnt,don't
donot,don't
dosen't,doesn't
dpn't,don't
engeneer's,engineer's
engeneers,engineers
engeneer,engineer
fahter's,father's
fahters,fathers
fahter,father
famliy's,family's
famliy,family
famliys,families
fenales,females
fenale,female
finace's,fiance's
finace,fiance
frandma's,grandma's
frandmas,grandmas
frandma,grandma
hasnot,hasn't
have'nt,haven't
i'ts,it's
ins't,isn't
isnt,isn't
ir's,it's
its,its
is'nt,isn't
isnot,isn't
it'a,it's
manufacterer's,manufacturer's
manufacterers,manufacturers
manufacterer,manufacturer
mastet's,master's
mastets,masters
mastet,master
mohter's,mother's
mohter,mother
mohters,mothers
moyher's,mother's
moyhers,mothers
moyher,mother
musnt't,mustn't
must'nt,mustn't
naem's,name's
naems,names
nam,name
nams,names
name'a,name's
nane's,name's
nane,name
havn't,haven't
havnt,haven't
nsme's,name's
nsme,name
nsmes,names
own't,won't
peopel's,people's
people'd,people's
poeple's,people's
poeple,people
polisy's,policy's
polisy,policy
polisies,policies
preson's,person's
preson,person
presons,persons
restaurent's,restaurant's
restaurents,restaurants
restaurent,restaurant
screenwirter's,screenwriter's
screenwirters,screenwriters
screenwirter,screenwriter
sholudn't,shouldn't
shoudn't,shouldn't
shouidn't,shouldn't
should'nt,shouldn't
shouldh't,shouldn't
shouldn'd,shouldn't
shouldn'y,shouldn't
shouldnot,shouldn't
shoundn't,shouldn't
shuoldn't,shouldn't
sindarella's,cinderella's
sindarella,cinderella
snouldn't,shouldn't
superviser's,supervisor's
supervisers,supervisors
syster's,sister's
thats,that's
taht's,that's
tha'ts,that's
thay're,they're
thet's,that's
they'er,they're
they'rs,they're
theyare,they're
ti's,it's
tommrrow's,tomorrow's
tommrrow,tomorrow
trhees,threes
ut's,it's
uts,its
waht's,what's
waht,what
wahts,whats
wans't,wasn't
waren't,weren't
was'nt,wasn't
wat's,what's
we'l,we'll
were'nt,weren't
wot,what
whot's,what's
whta's,what's
wo'nt,won't
womem's,women's
womem,women
would'nt,wouldn't
wouldnt,wouldn't
wtha,what
ty,thank you
fo,fuck off
hell0,hello
resum,resume
resumee,resume
intresting,interesting
mayb,maybe
sft,soft
sft,sift
shoul,should
th,the
ther,there
wlls,walls
wlls,wills
wll,will
carrers,careers
contry,country
contries,countries
huntinton,huntington
prrot,parrot
prrots,parrots
br,be
bt,by
bu,by
di,do
rd,dr
fi,if
if,of
fi,of
fo,do
fo,go
gi,go
gp,go
hj,hi
hs,he
hy,hi
ia,is
ib,in
id,if
id,is
ie,is
ih,hi
ih,in
im,in
in,im
im,on
in,on
ip,up
ir,it
is,us
us,is
iy,it
iz,is
je,he
ja,ha
lf,of
ma,am
ma,ms
ms,ma
md,ms
ms,md
mw,me
mh,my
mi,my
mt,my
mu,my
na,an
ne,be
ne,me
ni,in
ni,on
no,in
no,on
np,no
ny,my
od,of
oe,or
of,or
og,of
oh,on
om,on
om,pm
os,is
ot,it
ot,of
ot,or
ot,to
pm,on
rh,hr
ro,to
sa,as
si,is
t0,to
ta,at
ti,it
ti,to
un,in
uo,up
vy,very
vy,by
bay,bye
beb,babe
helo,hello
mooning,morning
beste,bestie
goodby,goodbye
dollars,dollars
ae,are
ag,age
als,alas
als,also
am,an
an,am
amd,and
an,and
ny,any
ar,air
asa,ass
ass,as
b,be
bt,but
bu,bi
cn,can
rhe,the
den,then
ex,exercise
exer,exercise
exg,eg
f,if
f,of
f,fuck
fo,for
fot,for
fr,for
gon,gone
goo,go
gooooo,go
gos,goes
gpo,go
gt,get
hai,hi
hay,hi
he,hey
hee,he
hei,hi
hei,hey
hes,he's
hhi,hi
inj,ink
jb,job
mya,may
ne,any
nt,not
nw,new
ofo,of
ofo,oof
oft,of
ohhh,ohh
ohhhhh,ohh
ooohhh,ohh
oin,pin
oky,okay
oky,ok
ol,old
oof,of
oy,yo
se,see
soo,so
sr,sir
tio,too
wek,week
wer,were
ws,was
wy,why
congradulations,congratulations
electrothecnical,electrotechnical
enterpreneurship,entrepreneurship
fiysiotherapist,physiotherapist
hidroelectricity,hydroelectricity
hidroelectric,hydroelectric
hidrogymnastics,hydrogymnastics
hidrogymnastic,hydrogymnastic
instrumantetion,instrumentation
internacionalized,internationalized
notwhitstanding,notwithstanding
phamarceuticals,pharmaceuticals
phamarceutical,pharmaceutical
physioteraphist,physiotherapist
profissionalism,professionalism
profissionality,professionality
reaponsabilities,responsibilities
reaponsability,responsibility
reaponse,response
reccomendations,recommendations
reccomendation,recommendation
recommandations,recommendations
recommandation,recommendation
reprenentatives,representatives
reprenentative,representative
respobsibilities,responsibilities
respobsibility,responsibility
responcibilities,responsibilities
responcibility,responsibility
responisbilities,responsibilities
responisbility,responsibility
responisiblities,responsibilities
responisiblity,responsibility
responsabilities,responsibilities
responsability,responsibility
responsibilitues,responsibilities
responsobilities,responsibilities
responsobility,responsibility
sankt,saint
sanut,saint
sanot,saint
saknt,saint
saunt,saint
saont,saint
simpathetically,sympathetically
simpathetic,sympathetic
telekommunication,telecommunication
kommunication,communication
kommunicate,communicate
underappriciated,underappreciated
underappriciate,underappreciate
unintantionally,unintentionally
adiministration,administration
adriministration,administration
anestesiologist,anesthesiologist
antiarrhytmics,antiarrhythmics
antropomorphic,anthropomorphic
bioinformatics,bio-informatics
caracteristics,characteristics
certicifications,certifications
characteristcs,characteristics
characteristc,characteristic
chracteristics,characteristics
chracteristic,characteristic
claustrophopbia,claustrophobia
claustrophoibia,claustrophobia
cogradulations,congratulations
congatulations,congratulations
congraduations,congratulations
congratilation,congratulations
congratuations,congratulations
congratulation,congratulations
congratulatons,congratulations
congratullations,congratulations
congraulations,congratulations
congretulation,congratulations
descriminations,discrimination
diagnosticiants,diagnosticians
disatisfaction,dissatisfaction
discriminatiion,discrimination
discriminattion,discrimination
discriminiation,discrimination
discriminination,discrimination
discrimintation,discrimination
dissappointment,disappointment
dissatifaction,dissatisfaction
electoronically,electronically
electrotechinal,electrotechnical
enviromentally,environmentally
extraterrestial,extraterrestrial
farmaceuticals,pharmaceuticals
funcionalities,functionalities
geotecnologies,geotechnologies
geotecnology,geotechnology
hidroeletrically,hydroelectrically
hidroeletric,hydroelectric
hydrelectricity,hydroelectricity
hydrelectric,hydroelectric
hydroelecticity,hydroelectricity
hydroelectic,hydroelectric
hydroeletricity,hydroelectricity
hydroeletric,hydroelectric
impreessionists,impressionists
impreessionist,impressionist
infraestructure,infrastructure
interdisciplinar,interdisciplinary
interenatinaional,international
irresponsability,responsibility
missunderstanding,misunderstanding
mistranlations,mistranslations
mistranlation,mistranslation
multidisciplinnary,multidisciplinary
multifuctional,multifunctional
multifuntional,multifunctional
phisioterapist,physiotherapist
phisioterapy,physiotherapy
phisioterapyst,physiotherapist
physioterapist,physiotherapist
physioterapy,physiotherapy
prefesionalism,professionalism
profesionalism,professionalism
profissionally,professionally
psychoterapist,psychotherapist
psychoterapy,psychotherapy
psycologically,psychologically
psycology,psychology
psycotherapists,psychotherapists
psycotherapy,psychotherapy
quallifications,qualifications
quallification,qualification
queistionnaires,questionnaires
radiotehnology,radiotechnology
recomendations,recommendations
recomendation,recommendation
recommedations,recommendations
recommedation,recommendation
recommendatoin,recommendation
recommendatoins,recommendations
reesponsibility,responsibility
reesponsibilities,responsibilities
rehabillitation,rehabilitation
reponsability,responsibilities
reponsibilities,responsibilities
representantive,representative
representitive,representatives
resonsiblities,responsibilities
resonsiblity,responsibility
respnsibilities,responsibilities
respnsibility,responsibility
